xmin,ymin,xmax,ymax,center_x,center_y,3D_x,3D_y,3D_z,confidence,class,name,date,time,Trans_x,Trans_y,Trans_z,Q_x,Q_y,Q_z,Q_w
223.625,161.875,283.0,250.625,253,206,-153.42307641005462,-72.90266814470834,862.0,0.89453125,41,cup,19-09-2022,22:42:57,0.4379798463530173,-0.15630073866794683,0.1950844680337645,-0.9272771473317781,0.37233876318248815,0.025586982420061515,-0.029432019954638487
236.375,250.5,309.5,359.5,272,305,-94.48682315043918,127.14787399710552,735.0,0.309326171875,41,cup,19-09-2022,22:44:46,0.6394099527679455,-0.16251114806222894,0.20532582438128882,-0.9338719663900913,0.35663970514113513,-0.010539888962837961,-0.02408696427944214
360.25,130.625,411.25,206.625,385,168,336.6579461731138,-373.2940387107818,2035.0,0.9013671875,41,cup,19-09-2022,22:59:01,0.3297459869468737,0.05600389959418636,0.19097322986583826,-0.9238675998125842,0.38257753778653825,0.006902665818957651,-0.007445723760425382
444.25,245.875,522.5,337.0,483,291,936.2227553155035,304.1349081035366,2227.0,0.328125,41,cup,19-09-2022,22:59:47,0.6336588827791904,0.11001054478378564,0.19868182663446934,-0.9295228407407636,0.3675985142261312,-0.001753050559805335,-0.029249746899696737
308.0,180.0,366.5,266.25,337,223,42.17645607272194,-41.95949771989681,1040.0,0.84423828125,41,cup,19-09-2022,23:00:19,0.48166606472786005,-0.052014922341649346,0.19675396859723213,-0.9396320534375513,0.33781970097177816,-0.005458844202607014,-0.05421858360415177
209.25,139.5,262.5,211.25,235,175,-205.48077815369282,-151.01589347365518,914.0,0.91552734375,41,cup,19-09-2022,23:01:18,0.33086133591526556,-0.1793477099370313,0.17175069887857142,-0.9298221336066786,0.3653417580311669,0.02539018119989136,-0.0362151679887915
381.0,135.75,430.0,202.25,405,169,468.8589489643704,-389.88072530750986,2156.0,0.869140625,41,cup,19-09-2022,23:04:55,0.30750038314829414,0.09118575182022774,0.16827915518573738,-0.9326856524264439,0.3599808215820395,0.0104495453251742,0.020052153337629997
318.5,197.625,378.0,275.25,348,236,68.75749016835512,-6.484969087841217,994.0,0.8740234375,41,cup,19-09-2022,23:05:12,0.48165597640405733,-0.03321112976227051,0.16750911330287135,-0.9397725156440369,0.34133042685499687,-0.017215821255588862,-0.00497735286666656
225.875,269.5,298.5,354.5,262,312,-115.46385221044088,142.82782858876874,747.0,0.7744140625,41,cup,19-09-2022,23:08:54,0.6247921735761541,-0.1643150712440127,0.16885114856389688,-0.9335342311763153,0.35591973104668695,-0.028392469573304293,-0.032075722053116665
410.5,255.5,479.5,332.0,445,293,268.8019011287297,118.52005931857006,836.0,0.7939453125,41,cup,19-09-2022,23:09:07,0.6173961821748157,0.060739233165236564,0.17101415061786818,-0.9317356619951099,0.3619691427787278,0.008874301273060077,-0.027717189963669432
201.25,100.5,269.5,228.5,235,164,-0.0,-0.0,0.0,0.460693359375,39,bottle,19-09-2022,23:11:31,0.3763095796250553,-0.008610753271263538,0.07259569321785425,-0.6437656306367673,-0.28075353891398835,0.28913636269325205,-0.6504947555258488
354.25,99.75,425.75,219.25,390,159,350.28198242102206,-406.05007989650534,1963.0,0.7314453125,39,bottle,19-09-2022,23:11:56,0.3606090311409599,0.23211807913959412,0.07378450848666013,-0.6355641475753014,-0.2808227251181714,0.3085327508229143,-0.6496186212261235
297.0,138.0,375.0,270.0,336,204,32.335637731793554,-76.49015517532133,852.0,0.76318359375,39,bottle,19-09-2022,23:12:10,0.48516506550982047,0.1177502200783382,0.06557875683893832,-0.6491435354935948,-0.27417845421128867,0.28982603264236395,-0.6476416573815891
216.75,202.5,304.75,353.0,260,277,-112.64024683041997,70.6014312057981,705.0,0.74755859375,39,bottle,19-09-2022,23:12:23,0.636453940676493,-0.00043989970442931403,0.0747861493749924,0.6520069390905882,0.2781726417868837,-0.2983138441782437,0.6391523942774733
388.25,186.0,480.25,325.0,434,255,229.35254986008783,33.59648854740007,783.0,0.64208984375,39,bottle,19-09-2022,23:12:45,0.6030655171017933,0.22625142226490969,0.06808511915293808,0.646286122303312,0.27766317305292143,-0.2949756449252199,0.6466890901733866
245.5,112.0,325.5,371.75,285,241,-58.54434125041564,4.007221650039492,618.0,0.87939453125,39,bottle,19-09-2022,23:14:11,0.661778939829272,0.01663396195688413,0.2235650255694398,-0.6658342829424394,-0.2775734984779932,0.28656019753422307,-0.6304767353284038
245.375,111.5,325.0,371.25,285,241,-58.63907319418654,4.01370582746674,619.0,0.8828125,39,bottle,19-09-2022,23:14:34,0.6617798344960288,0.016638793491486087,0.22356443017342847,-0.6658341239392541,-0.2775774434759573,0.28655795781881854,-0.6304761843893126
389.0,106.3125,489.5,342.25,439,224,190.28437042379525,-23.476775865173636,622.0,0.92041015625,39,bottle,19-09-2022,23:14:49,0.6322531060434141,0.19931226528726206,0.220226418442296,0.6559184827759941,0.25511182249885606,-0.3133259897142675,0.6375858578605116
292.0,18.75,353.5,222.125,322,120,1.3535288165726138,-272.86007555829104,885.0,0.9560546875,39,bottle,19-09-2022,23:15:04,0.3691780269410426,0.10617662833669643,0.22955344655303883,-0.666280136570978,-0.24698514248308784,0.2975948348745545,-0.6375785702637398
372.25,13.75,445.75,207.25,409,110,395.5887048905903,-580.4021781900881,1736.0,0.912109375,39,bottle,19-09-2022,23:15:17,0.32486447481204017,0.25024262056787255,0.21812050161195776,-0.6521466202996874,-0.24959628473830842,0.3094158477927544,-0.6454984999294888
374.5,56.9375,457.0,271.0,415,163,187.72587670197896,-151.4592224131968,771.0,0.9189453125,39,bottle,19-09-2022,23:15:34,0.4870810579625033,0.2158600202708159,0.21782274321889766,-0.6562794764068831,-0.2688726391027862,0.2930448958492106,-0.6411937630745762
334.25,233.125,402.25,330.25,368,281,104.60051056590196,95.40508754872155,863.0,0.72509765625,41,cup,19-09-2022,23:17:20,0.6042286446836771,-0.036539272255794175,0.19907371116854825,-0.9351861346609669,0.3532042566870045,-0.009029627778117099,-0.024333360192318076
384.75,174.75,444.75,268.75,414,221,530.6629779935664,-100.34441916201325,2203.0,0.8466796875,41,cup,19-09-2022,23:17:35,0.476065855894088,0.06305743688727738,0.19832341533569792,-0.929691941935765,0.3670635022087061,-0.021642795301057702,-0.02165335672689721
309.75,118.5625,361.25,202.5,335,160,34.149035287212975,-197.30563521651848,966.0,0.927734375,41,cup,19-09-2022,23:17:48,0.3078782940576057,-0.0250382755672425,0.1979731564592078,-0.9337342852783509,0.3572935428473655,-0.0008474901377727296,-0.02192921557583695
321.0,250.625,384.0,324.0,352,287,66.36901800422451,105.2178206761326,834.0,0.467041015625,41,cup,19-09-2022,23:18:03,0.5860600055503538,-0.044634920485238726,0.1622996822406689,-0.927599953994943,0.37190334052285046,-0.01672631385970638,-0.03108795717301212
433.25,266.5,504.25,345.5,468,306,810.7958389029844,373.30851333270454,2126.0,0.61572265625,41,cup,19-09-2022,23:18:16,0.6342725081441338,0.0943358097589406,0.16955471245163803,-0.9294513258800295,0.36809456852987404,-0.007518648266452281,-0.02387658616524981
353.75,142.875,404.25,208.625,379,175,302.7941640378549,-333.92026335914346,2021.0,0.9267578125,41,cup,19-09-2022,23:18:28,0.3176064238667674,0.04438749925259816,0.16498111210400804,-0.9360458210066211,0.3513945794906198,-0.002635014084133883,-0.018251772007880813
356.5,157.0,439.5,291.25,398,224,164.7842466449502,-31.214298457393244,827.0,0.82470703125,39,bottle,19-09-2022,23:18:52,0.534339572526245,0.19795078144167008,0.07801402412118813,-0.6664736270372377,-0.27024111703146414,0.29481405102229674,-0.6291798776576045
